time_s,goal_distance_m,root_speed_mps,consecutive_hold_ticks
3.74,0.1494398954464923,0.07915829867124557,1
3.7600000000000002,0.1492695698605281,0.05532846227288246,2
3.7800000000000002,0.14908514190286365,0.03692498803138733,3
3.8000000000000003,0.14895930616382697,0.024260640144348145,4
3.8200000000000003,0.14902496721153782,0.021689172834157944,5
3.84,0.14927043644686702,0.028823979198932648,6
3.86,0.14967426743549594,0.04133966565132141,7
3.88,0.1503375425830673,0.04889687895774841,8
3.9,0.15110592608773343,0.05646221712231636,9
3.92,0.15186945059342477,0.06756896525621414,10
3.94,0.1526397406093054,0.08069387078285217,11
3.96,0.1534000629836207,0.09588537365198135,12
3.98,0.15423583492888807,0.10403677821159363,0
4.0,0.15519621832270294,0.1040937528014183,0
4.0200000000000005,0.15626078868578772,0.0969223827123642,1
4.04,0.15738252370145853,0.08350477367639542,2
4.0600000000000005,0.15867326882360275,0.07029065489768982,3
4.08,0.15991022546828365,0.07746754586696625,4
4.1,0.16109131934617452,0.07767776399850845,5
4.12,0.1623713832079125,0.07082909345626831,6
4.14,0.16378701463540388,0.07811973243951797,7
4.16,0.16540292813652083,0.09032703936100006,8
4.18,0.16710750433501453,0.09602861851453781,9
4.2,0.16887576934089785,0.09489593654870987,10
4.22,0.17060943863765776,0.09679067134857178,11
4.24,0.1722359567774425,0.09474676102399826,12
4.26,0.173902094704216,0.08817165344953537,13
4.28,0.17542995768372072,0.09427762776613235,14
4.3,0.17675524260807648,0.08758844435214996,15
4.32,0.17750604202817194,0.0688188299536705,16
4.34,0.17830161277101075,0.04313376918435097,17
4.36,0.17922089362607993,0.044061314314603806,18
4.38,0.18027286998735356,0.06257738173007965,19
4.4,0.18139744107591277,0.06912628561258316,20
4.42,0.18254064398730718,0.0662667453289032,21
4.44,0.18357032885409905,0.06866293400526047,22
4.46,0.18457710483221787,0.06283549964427948,23
4.48,0.18561837191805924,0.05217153951525688,24
4.5,0.18661525353965128,0.048552677035331726,25
4.5200000000000005,0.1876307332588956,0.04711513966321945,26
4.54,0.188571476437205,0.05353522300720215,27
4.5600000000000005,0.18933075777352834,0.057242460548877716,28
4.58,0.1899701995988993,0.055857930332422256,29
4.6000000000000005,0.1903451515628982,0.05851049721240997,30
4.62,0.19041898747710376,0.05632958188652992,31
4.64,0.1903207510158501,0.06107471138238907,32
4.66,0.19009318316146073,0.06086895987391472,33
4.68,0.19000270961252713,0.05178804323077202,34
4.7,0.19007166256000768,0.04064352810382843,35
4.72,0.19001317859357136,0.03440780192613602,36
4.74,0.18964138143480996,0.046238116919994354,37
4.76,0.1890219051981478,0.055745407938957214,38
4.78,0.18845651511192077,0.05917920917272568,39
4.8,0.1877867635848977,0.05870428681373596,40
4.82,0.18693487568619935,0.07254278659820557,41
4.84,0.18586506696976474,0.09665144234895706,42
4.86,0.18469544725117054,0.11457506567239761,0
4.88,0.18357163447329136,0.13810662925243378,0
4.9,0.1823931642428398,0.14680524170398712,0
4.92,0.18117647389654515,0.16782137751579285,0
4.94,0.1800120421824427,0.18962404131889343,0
4.96,0.17925264576090535,0.17677463591098785,0
4.98,0.17900270665319376,0.17008860409259796,0
5.0,0.1793586104667197,0.15216323733329773,0
5.0200000000000005,0.18028856064680066,0.13360029458999634,0
5.04,0.18146598751925033,0.12433291971683502,0
5.0600000000000005,0.18274427528623458,0.10648013651371002,0
5.08,0.18391042442261546,0.10159515589475632,0
5.1000000000000005,0.18468135503819222,0.09539482742547989,1
5.12,0.18531678505469457,0.09338939934968948,2
5.14,0.18600247312847182,0.1084788367152214,0
5.16,0.1865192366203577,0.11416923999786377,0
5.18,0.1870445115214831,0.1248248741030693,0
5.2,0.18789737189930633,0.11953168362379074,0
5.22,0.18905030477497384,0.1208275854587555,0
5.24,0.19033167643712434,0.1383022964000702,0
5.26,0.1915625922698497,0.1410941481590271,0
5.28,0.19284507499173922,0.13905687630176544,0
5.3,0.19435098086818936,0.14501971006393433,0
5.32,0.1959811810684233,0.14561671018600464,0
5.34,0.19764960764988213,0.13987022638320923,0
5.36,0.20003911897844018,0.12627346813678741,0
5.38,0.2029470182459742,0.14191921055316925,0
5.4,0.2058230272913093,0.16045191884040833,0
5.42,0.20862144355297424,0.18548926711082458,0
5.44,0.21147155328363781,0.1966889351606369,0
5.46,0.21449176786757318,0.1765342354774475,0
5.48,0.21781740730774848,0.1651885062456131,0
5.5,0.22143306656137782,0.20026013255119324,0
5.5200000000000005,0.22539703906751588,0.22375287115573883,0
5.54,0.2296904635336991,0.25992557406425476,0
5.5600000000000005,0.2344085453614367,0.28655052185058594,0
5.58,0.23979141048133787,0.3152625262737274,0
5.6000000000000005,0.24590353754078784,0.35441461205482483,0
5.62,0.25258359848604706,0.38667652010917664,0
5.64,0.2595495890810469,0.4085865020751953,0
5.66,0.2665818718087983,0.4055611789226532,0
5.68,0.2735597009647601,0.3964320421218872,0
5.7,0.2803439271572082,0.37787744402885437,0
5.72,0.28657449456379586,0.34953099489212036,0
5.74,0.2920616032055247,0.31053921580314636,0
5.76,0.29709725195400705,0.3003681004047394,0
5.78,0.3019601720593163,0.31505241990089417,0
5.8,0.30691998334335263,0.3399430811405182,0
5.82,0.31213747455097,0.37134572863578796,0
5.84,0.3175737579704079,0.42031213641166687,0
5.86,0.32335270577412645,0.46734124422073364,0
5.88,0.3295036528902257,0.5116303563117981,0
5.9,0.3360546366739217,0.5268135070800781,0
5.92,0.34303678281546807,0.5284990668296814,0
5.94,0.35033791178138257,0.5495851635932922,0
5.96,0.35800082541249795,0.5644225478172302,0
5.98,0.36581079813310075,0.5384942889213562,0
6.0,0.3727964770727754,0.4923042953014374,0
6.0200000000000005,0.3792566423045508,0.4594784080982208,0
6.04,0.38585708228544374,0.44406378269195557,0
6.0600000000000005,0.3927631457243643,0.4306733310222626,0
6.08,0.399672957811374,0.40445494651794434,0
6.1000000000000005,0.4063540345397057,0.386323481798172,0
6.12,0.41272079101177145,0.3577011525630951,0
6.140000000000001,0.4188435131327912,0.34612324833869934,0
6.16,0.42469639010038407,0.33551135659217834,0
6.18,0.4303594293295832,0.3153817653656006,0
6.2,0.43585491270130533,0.2907062768936157,0
6.22,0.4408951980673489,0.25486549735069275,0
6.24,0.44518966578814856,0.20486725866794586,0
6.26,0.4488279527536072,0.1655951887369156,0
6.28,0.45207729223667126,0.15157215297222137,0
6.3,0.4552819556644785,0.15065638720989227,0
6.32,0.45856739047231904,0.1560327559709549,0
6.34,0.4619124236213365,0.15278828144073486,0
6.36,0.46514236438969514,0.15707527101039886,0
6.38,0.4686005003668006,0.18664249777793884,0
6.4,0.4725190319274954,0.20522315800189972,0
6.42,0.47659093996877433,0.22435225546360016,0
6.44,0.48051103034458287,0.22314000129699707,0
6.46,0.4842802039925345,0.23051537573337555,0
6.48,0.48796900648711916,0.2235746681690216,0
6.5,0.4913200927971821,0.20321112871170044,0
6.5200000000000005,0.4943895037027788,0.18983426690101624,0
6.54,0.4973126606174411,0.17011259496212006,0
6.5600000000000005,0.5002420658944338,0.15437161922454834,0
6.58,0.5032634822833884,0.1605416238307953,0
6.6000000000000005,0.5064781990551558,0.16532309353351593,0
6.62,0.5099077705941545,0.17987878620624542,0
6.640000000000001,0.5135199870946318,0.18918468058109283,0
6.66,0.5171440742377238,0.20056165754795074,0
6.68,0.5209226165652749,0.20652613043785095,0
6.7,0.5250200199331505,0.2144390195608139,0
6.72,0.5294914499954133,0.22631262242794037,0
6.74,0.5341088484453146,0.23389343917369843,0
6.76,0.5386330561723126,0.23893235623836517,0
6.78,0.543170998925061,0.2531299293041229,0
6.8,0.5478199161566395,0.2699113190174103,0
6.82,0.5527965634242625,0.28007012605667114,0
6.84,0.5578628829263944,0.27757152915000916,0
6.86,0.5629199211748431,0.2896497845649719,0
6.88,0.5683183070209226,0.252987802028656,0
6.9,0.5733485023389605,0.231842502951622,0
6.92,0.5777066302396493,0.22073395550251007,0
6.94,0.5818050013496213,0.2433307021856308,0
6.96,0.5860230521133006,0.27721840143203735,0
6.98,0.5907614836896478,0.34556278586387634,0
7.0,0.5966954704911085,0.41289517283439636,0
