panel,task,success,goal_ever_reached,max_hold_ticks,final_goal_distance_m,collision_free,max_undesired_force_n,fell,control_steps,stop_reason,student_sha256,harness_commit,harness_dirty
uniform-c2-92602,00711-stop-clear,False,False,0,3.4333,True,0.0,False,475,deadline,3af09f466ada,000d185,0
uniform-c2-92602,00711-stop-corridor,False,False,0,2.8726,False,25.15,False,264,contact,3af09f466ada,000d185,0
uniform-c2-92602,00770-stop-clear,False,False,0,1.1723,True,0.0,False,425,deadline,3af09f466ada,000d185,0
uniform-c2-92602,00770-stop-corridor,False,False,0,1.0488,True,0.0,False,425,deadline,3af09f466ada,000d185,0
uniform-c2-92602,00801-stop-clear,False,False,0,3.9772,True,0.0,False,625,deadline,3af09f466ada,000d185,0
uniform-c2-92602,00801-stop-corridor,False,False,0,1.7365,True,0.0,False,625,deadline,3af09f466ada,000d185,0
uniform-c2-92602,00908-stop-clear,False,False,0,1.0439,True,0.0,False,350,deadline,3af09f466ada,000d185,0
uniform-c2-92602,00908-stop-corridor,False,False,0,1.0406,True,0.0,False,350,deadline,3af09f466ada,000d185,0
uniform-c2-92602,00976-stop-clear,False,False,0,1.108,True,0.0,False,500,deadline,3af09f466ada,000d185,0
uniform-c2-92602,00976-stop-corridor,False,False,0,1.181,False,87.3,False,208,contact,3af09f466ada,000d185,0
uniform-c2-92603,00120-stop-clear,False,False,0,3.5348,True,0.0,False,575,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00120-stop-corridor,False,False,0,2.1154,True,0.0,False,575,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00265-stop-clear,False,False,0,1.018,True,0.0,False,500,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00265-stop-corridor,False,False,0,1.3712,True,0.0,False,500,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00413-stop-clear,False,False,0,0.2767,True,0.0,False,600,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00677-stop-clear,False,False,0,1.0052,True,0.0,False,350,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00677-stop-corridor,False,False,0,0.9043,True,0.0,False,350,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00707-stop-clear,False,False,0,0.2765,True,0.0,False,300,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00707-stop-corridor,False,False,0,0.8513,True,0.0,False,300,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00711-stop-clear,False,False,0,3.1519,True,0.0,False,475,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00711-stop-corridor,False,False,0,1.4109,True,0.0,False,475,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00770-stop-clear,False,False,0,1.5162,True,0.0,False,425,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00770-stop-corridor,False,False,0,1.5469,True,0.0,False,425,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00801-stop-clear,False,False,0,1.7525,True,0.0,False,625,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00801-stop-corridor,False,False,0,2.1299,True,0.0,False,625,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00908-stop-clear,False,False,0,0.4151,True,0.0,False,350,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00908-stop-corridor,False,False,0,0.2598,True,0.0,False,350,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00976-stop-clear,False,False,0,0.944,True,0.0,False,500,deadline,3af09f466ada,000d185,0
uniform-c2-92603,00976-stop-corridor,False,False,0,0.8543,False,431.97,False,161,contact,3af09f466ada,000d185,0
