panel,task,success,goal_ever_reached,max_hold_ticks,final_goal_distance_m,collision_free,max_undesired_force_n,fell,control_steps,stop_reason,student_sha256,harness_commit,harness_dirty
teacher8192-92602,00801-stop-clear,False,True,0,0.2739,True,0.0,False,625,deadline,,000d185,0
teacher8192-92602,00801-stop-corridor,False,True,0,0.2914,True,0.0,False,625,deadline,,000d185,0
teacher8192-92602,00908-stop-clear,True,True,50,0.1121,True,0.0,False,206,goal_hold,,000d185,0
teacher8192-92602,00908-stop-corridor,True,True,50,0.114,True,0.0,False,207,goal_hold,,000d185,0
teacher8192-92602,00976-stop-clear,True,True,50,0.1526,True,0.0,False,367,goal_hold,,000d185,0
teacher8192-92602,00976-stop-corridor,True,True,50,0.157,True,0.0,False,367,goal_hold,,000d185,0
teacher8192-92603,00120-stop-clear,True,True,50,0.1507,True,0.0,False,487,goal_hold,,000d185,0
teacher8192-92603,00120-stop-corridor,True,True,50,0.1663,True,0.0,False,486,goal_hold,,000d185,0
teacher8192-92603,00265-stop-clear,True,True,50,0.1104,True,0.0,False,372,goal_hold,,000d185,0
teacher8192-92603,00265-stop-corridor,True,True,50,0.1158,True,0.0,False,371,goal_hold,,000d185,0
teacher8192-92603,00399-stop-clear,True,True,50,0.2058,True,0.0,False,512,goal_hold,,000d185,0
teacher8192-92603,00399-stop-corridor,False,False,0,0.6025,False,2984.87,False,1,contact,,000d185,0
teacher8192-92603,00413-stop-clear,True,True,50,0.082,True,0.0,False,512,goal_hold,,000d185,0
teacher8192-92603,00413-stop-corridor,False,True,3,0.1205,False,30.19,False,319,contact,,000d185,0
teacher8192-92603,00677-stop-clear,True,True,50,0.131,True,0.0,False,267,goal_hold,,000d185,0
teacher8192-92603,00677-stop-corridor,True,True,50,0.1283,True,0.0,False,268,goal_hold,,000d185,0
teacher8192-92603,00707-stop-clear,True,True,50,0.1011,True,0.0,False,225,goal_hold,,6a094ab,0
teacher8192-92603,00707-stop-corridor,True,True,50,0.0986,True,0.0,False,224,goal_hold,,caecf41,0
teacher8192-92603,00711-stop-clear,True,True,50,0.0698,True,0.0,False,407,goal_hold,,caecf41,0
teacher8192-92603,00711-stop-corridor,True,True,50,0.074,True,0.0,False,409,goal_hold,,caecf41,0
teacher8192-92603,00770-stop-clear,True,True,50,0.1043,True,0.0,False,329,goal_hold,,000d185,0
teacher8192-92603,00770-stop-corridor,True,True,50,0.0975,True,0.0,False,330,goal_hold,,000d185,0
teacher8192-92603,00781-stop-clear,False,False,0,0.8027,True,0.0,False,450,deadline,,caecf41,0
teacher8192-92603,00781-stop-corridor,False,False,0,3.6802,False,834.31,False,114,contact,,caecf41,0
teacher8192-92603,00801-stop-clear,True,True,50,0.2384,True,0.0,False,599,goal_hold,,caecf41,0
teacher8192-92603,00801-stop-corridor,True,True,50,0.2276,True,0.0,False,582,goal_hold,,caecf41,0
teacher8192-92603,00908-stop-clear,True,True,50,0.0804,True,0.0,False,220,goal_hold,,000d185,0
teacher8192-92603,00908-stop-corridor,True,True,50,0.0777,True,0.0,False,220,goal_hold,,000d185,0
teacher8192-92603,00976-stop-clear,True,True,50,0.1995,True,0.0,False,351,goal_hold,,000d185,0
teacher8192-92603,00976-stop-corridor,True,True,50,0.1929,True,0.0,False,351,goal_hold,,000d185,0
uniform-c2-92601,00120-stop-clear,False,False,0,1.401,True,0.0,False,575,deadline,3af09f466ada,000d185,0
uniform-c2-92601,00120-stop-corridor,False,False,0,4.2005,False,123.91,False,411,contact,3af09f466ada,000d185,0
uniform-c2-92601,00265-stop-clear,False,False,0,0.2862,True,0.0,False,500,deadline,3af09f466ada,000d185,0
uniform-c2-92601,00265-stop-corridor,False,False,0,0.9139,True,0.0,False,500,deadline,3af09f466ada,000d185,0
uniform-c2-92601,00413-stop-clear,False,False,0,1.1494,True,0.0,False,600,deadline,3af09f466ada,000d185,0
uniform-c2-92601,00677-stop-clear,False,False,0,0.7774,True,0.0,False,350,deadline,3af09f466ada,000d185,0
uniform-c2-92601,00677-stop-corridor,False,False,0,0.5514,False,141.72,False,261,contact,3af09f466ada,000d185,0
uniform-c2-92601,00707-stop-clear,False,True,42,0.6497,True,0.0,False,300,deadline,3af09f466ada,000d185,0
uniform-c2-92601,00707-stop-corridor,False,True,35,0.2932,True,0.0,False,300,deadline,3af09f466ada,000d185,0
uniform-c2-92601,00711-stop-clear,False,False,0,2.0273,True,0.0,False,475,deadline,3af09f466ada,000d185,0
uniform-c2-92601,00711-stop-corridor,False,False,0,2.3076,True,0.0,False,475,deadline,3af09f466ada,000d185,0
uniform-c2-92601,00770-stop-clear,False,False,0,0.8341,True,0.0,False,425,deadline,3af09f466ada,000d185,0
uniform-c2-92601,00770-stop-corridor,False,False,0,0.5856,True,0.0,False,425,deadline,3af09f466ada,000d185,0
uniform-c2-92601,00801-stop-clear,False,False,0,2.9789,True,0.0,False,625,deadline,3af09f466ada,000d185,0
uniform-c2-92601,00801-stop-corridor,False,False,0,4.52,False,6.62,False,315,contact,3af09f466ada,000d185,0
uniform-c2-92601,00908-stop-clear,False,False,0,0.9614,True,0.0,False,350,deadline,3af09f466ada,000d185,0
uniform-c2-92601,00908-stop-corridor,False,False,0,0.8913,True,0.0,False,350,deadline,3af09f466ada,000d185,0
uniform-c2-92601,00976-stop-clear,False,False,0,1.2634,True,0.0,False,500,deadline,3af09f466ada,000d185,0
uniform-c2-92601,00976-stop-corridor,False,False,0,1.616,True,0.0,False,500,deadline,3af09f466ada,000d185,0
uniform-c2-92602,00120-stop-clear,False,False,0,2.2449,True,0.0,False,575,deadline,3af09f466ada,000d185,0
uniform-c2-92602,00120-stop-corridor,False,False,0,3.0334,True,0.0,False,575,deadline,3af09f466ada,000d185,0
uniform-c2-92602,00265-stop-clear,False,False,0,1.4781,True,0.0,False,500,deadline,3af09f466ada,000d185,0
uniform-c2-92602,00265-stop-corridor,False,False,0,1.282,True,0.0,False,500,deadline,3af09f466ada,000d185,0
uniform-c2-92602,00413-stop-clear,False,False,0,1.1246,True,0.0,False,600,deadline,3af09f466ada,000d185,0
uniform-c2-92602,00677-stop-clear,False,False,0,0.9051,True,0.0,False,350,deadline,3af09f466ada,000d185,0
uniform-c2-92602,00677-stop-corridor,False,False,0,0.8922,True,0.0,False,350,deadline,3af09f466ada,000d185,0
uniform-c2-92602,00707-stop-clear,False,False,0,0.4033,True,0.0,False,300,deadline,3af09f466ada,000d185,0
uniform-c2-92602,00707-stop-corridor,False,False,0,0.4416,True,0.0,False,300,deadline,3af09f466ada,000d185,0
