stage,run,success,reached,hold,final_distance_m,max_force_n,fell,steps,stop,actor_profile,student
full-s1_3200-91260,00399-stop-corridor,False,False,0,0.603,3859.99,False,1,contact,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00413-stop-clear,True,True,50,0.196,0.0,False,508,goal_hold,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00413-stop-corridor,False,True,0,0.159,110.47,False,316,contact,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00677-stop-clear,True,True,50,0.234,0.0,False,273,goal_hold,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00677-stop-corridor,True,True,50,0.236,0.0,False,272,goal_hold,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00707-stop-clear,True,True,50,0.087,0.0,False,221,goal_hold,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00707-stop-corridor,True,True,50,0.084,0.0,False,221,goal_hold,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00711-stop-clear,True,True,50,0.008,0.0,False,415,goal_hold,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00711-stop-corridor,True,True,50,0.008,0.0,False,415,goal_hold,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00770-stop-clear,True,True,50,0.149,0.0,False,339,goal_hold,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00770-stop-corridor,True,True,50,0.137,0.0,False,343,goal_hold,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00781-stop-clear,False,False,0,1.044,0.0,False,450,deadline,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00781-stop-corridor,False,False,0,3.685,824.43,False,115,contact,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00801-stop-clear,True,True,50,0.154,0.0,False,561,goal_hold,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00801-stop-corridor,True,True,50,0.16,0.0,False,562,goal_hold,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00908-stop-clear,True,True,50,0.084,0.0,False,223,goal_hold,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00908-stop-corridor,True,True,50,0.081,0.0,False,224,goal_hold,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00976-stop-clear,True,True,50,0.177,0.0,False,383,goal_hold,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
full-s1_3200-91260,00976-stop-corridor,True,True,50,0.171,0.0,False,384,goal_hold,motion_full_current_v2,053b1ee2891332210d6a5e9fc17f3f9793eb851515cb0b4fd3a2e1baa53e8811
nav-v0-91260,00120-stop-clear,False,False,0,4.659,0.0,False,575,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00120-stop-corridor,False,False,0,1.757,0.0,False,575,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00265-stop-clear,False,True,0,1.151,0.0,False,500,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00265-stop-corridor,False,True,37,0.429,0.0,False,500,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00399-stop-clear,False,False,0,2.341,0.0,False,600,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00399-stop-corridor,False,False,0,0.603,3848.88,False,1,contact,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00413-stop-clear,False,False,0,1.644,0.0,False,600,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00413-stop-corridor,False,False,0,0.815,0.0,False,600,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00677-stop-clear,False,True,0,0.835,0.0,False,350,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00677-stop-corridor,False,True,0,0.877,0.0,False,350,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00707-stop-clear,False,False,0,0.496,0.0,False,300,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00707-stop-corridor,False,False,0,0.388,0.0,False,300,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00711-stop-clear,False,False,0,3.247,0.0,False,475,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00711-stop-corridor,False,False,0,0.469,0.0,False,475,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00770-stop-clear,False,False,0,0.281,0.0,False,425,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00770-stop-corridor,False,False,0,1.645,0.0,False,425,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00781-stop-clear,False,False,0,3.59,0.0,False,450,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00781-stop-corridor,False,False,0,3.043,0.0,False,450,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00801-stop-clear,False,False,0,7.63,0.0,False,625,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00801-stop-corridor,False,False,0,7.657,0.0,False,625,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00908-stop-clear,False,True,9,0.28,0.0,False,350,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00908-stop-corridor,False,True,0,0.2,89.47,False,141,contact,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00976-stop-clear,False,False,0,0.871,0.0,False,500,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v0-91260,00976-stop-corridor,False,False,0,1.468,0.0,False,500,deadline,nav_goal_map_localization_v2,0eb35223fdb0c2bbacd39240eeccdc1c21e23ee7c5885aaa462b1a0cfcc19d5e
nav-v1-91260,00120-stop-clear,False,False,0,3.536,0.0,False,575,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00120-stop-corridor,False,False,0,2.651,0.0,False,575,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00265-stop-clear,False,False,0,0.605,0.0,False,500,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00265-stop-corridor,False,False,0,1.266,0.0,False,500,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00399-stop-clear,False,False,0,2.647,0.0,False,600,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00399-stop-corridor,False,False,0,0.603,3841.19,False,1,contact,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00413-stop-clear,False,False,0,0.744,0.0,False,600,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00413-stop-corridor,False,True,0,2.528,0.0,False,600,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00677-stop-clear,False,True,0,0.961,0.0,False,350,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00677-stop-corridor,False,True,0,1.03,829.27,False,301,contact,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00707-stop-clear,False,True,16,0.622,0.0,False,300,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00707-stop-corridor,False,True,11,0.415,1117.57,False,260,contact,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00711-stop-clear,False,False,0,0.667,0.0,False,475,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00711-stop-corridor,False,False,0,2.277,127.17,False,239,contact,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00770-stop-clear,True,True,50,0.175,0.0,False,340,goal_hold,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00770-stop-corridor,False,False,0,0.317,0.0,False,425,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00781-stop-clear,False,False,0,3.67,0.0,False,450,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00781-stop-corridor,False,False,0,5.23,0.0,False,450,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00801-stop-clear,False,False,0,2.307,0.0,False,625,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00801-stop-corridor,False,False,0,0.939,0.0,False,625,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00908-stop-clear,False,True,4,0.713,0.0,False,350,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00908-stop-corridor,False,True,0,0.73,0.0,False,350,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00976-stop-clear,False,True,0,1.169,0.0,False,500,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v1-91260,00976-stop-corridor,False,True,37,0.232,0.0,False,500,deadline,nav_goal_map_localization_v2,b613bc1f9b6f1e547d7bc669442186cd4c05d20646ef8ad393665a9a28c70e7c
nav-v2-recovery-91260,00120-stop-clear,False,False,0,3.502,0.0,False,575,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00120-stop-corridor,False,False,0,2.922,0.0,False,575,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00265-stop-clear,False,False,0,0.411,0.0,False,500,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00265-stop-corridor,False,False,0,0.305,0.0,False,500,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00399-stop-clear,False,False,0,1.434,0.0,False,600,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00399-stop-corridor,False,False,0,0.603,3813.3,False,1,contact,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00413-stop-clear,False,False,0,1.125,0.0,False,600,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00413-stop-corridor,False,False,0,1.217,105.92,False,299,contact,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00677-stop-clear,True,True,50,0.13,0.0,False,274,goal_hold,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00677-stop-corridor,False,True,22,0.128,0.0,False,350,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00707-stop-clear,True,True,50,0.08,0.0,False,222,goal_hold,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00707-stop-corridor,True,True,50,0.132,0.0,False,220,goal_hold,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00711-stop-clear,False,False,0,1.976,0.0,False,475,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00711-stop-corridor,False,False,0,1.198,0.0,False,475,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00770-stop-clear,False,False,0,0.416,0.0,False,425,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00770-stop-corridor,False,True,3,0.286,0.0,False,425,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00781-stop-clear,False,False,0,2.466,0.0,False,450,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00781-stop-corridor,False,False,0,3.916,1473.79,False,192,contact,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00801-stop-clear,False,False,0,5.729,0.0,False,625,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00801-stop-corridor,False,False,0,5.024,515.97,False,221,contact,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00908-stop-clear,False,True,39,0.22,0.0,False,350,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00908-stop-corridor,False,True,33,0.231,0.0,False,350,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00976-stop-clear,False,True,2,2.579,0.0,False,500,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91260,00976-stop-corridor,True,True,50,0.126,0.0,False,279,goal_hold,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00120-stop-clear,False,False,0,4.903,0.0,False,575,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00120-stop-corridor,False,False,0,2.386,0.0,False,575,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00265-stop-clear,False,False,0,0.45,0.0,False,500,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00265-stop-corridor,False,True,0,0.57,0.0,False,500,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00399-stop-clear,False,False,0,2.475,0.0,False,600,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00399-stop-corridor,False,False,0,0.603,3001.39,False,1,contact,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00413-stop-clear,False,False,0,0.896,0.0,False,600,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00413-stop-corridor,False,False,0,0.803,109.62,False,468,contact,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00677-stop-clear,False,False,0,0.972,0.0,False,350,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00677-stop-corridor,False,False,0,1.047,0.0,False,350,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00707-stop-clear,False,False,0,0.848,0.0,False,300,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00707-stop-corridor,False,False,0,0.978,0.0,False,300,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00711-stop-clear,False,False,0,2.654,0.0,False,475,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00711-stop-corridor,False,False,0,3.03,253.77,False,167,contact,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00770-stop-clear,False,False,0,0.388,0.0,False,425,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00770-stop-corridor,False,False,0,0.344,0.0,False,425,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00781-stop-clear,False,False,0,2.092,0.0,False,450,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00781-stop-corridor,False,False,0,4.021,0.0,False,450,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00801-stop-clear,False,False,0,5.867,0.0,False,625,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00801-stop-corridor,False,False,0,5.961,0.0,False,625,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00908-stop-clear,True,True,50,0.215,0.0,False,332,goal_hold,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00908-stop-corridor,False,True,44,0.685,0.0,False,350,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00976-stop-clear,False,False,0,1.083,0.0,False,500,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-recovery-91262,00976-stop-corridor,False,False,0,1.505,0.0,False,500,deadline,nav_goal_map_localization_v2,d4b3c0e288c4d59d724bb3a469de09f7e06b36330bcd9203ea382138edcefd60
nav-v2-replay-91260,00120-stop-clear,False,False,0,3.773,0.0,False,575,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00120-stop-corridor,False,False,0,4.113,0.0,False,575,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00265-stop-clear,True,True,50,0.182,0.0,False,344,goal_hold,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00265-stop-corridor,False,False,0,0.476,0.0,False,500,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00399-stop-clear,False,False,0,1.194,0.0,False,600,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00399-stop-corridor,False,False,0,0.603,3845.8,False,1,contact,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00413-stop-clear,False,False,0,0.666,0.0,False,600,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00413-stop-corridor,False,False,0,0.775,77.09,False,105,contact,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00677-stop-clear,False,True,0,0.443,0.0,False,350,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00677-stop-corridor,False,False,0,0.899,0.0,False,350,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00707-stop-clear,False,True,12,1.134,0.0,False,300,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00707-stop-corridor,False,True,5,1.222,0.0,False,300,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00711-stop-clear,False,False,0,0.938,0.0,False,475,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00711-stop-corridor,False,False,0,2.185,0.0,False,475,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00770-stop-clear,False,True,8,0.27,0.0,False,425,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00770-stop-corridor,False,False,0,0.293,0.0,False,425,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00781-stop-clear,False,False,0,3.594,0.0,False,450,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00781-stop-corridor,False,False,0,5.087,0.0,False,450,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00801-stop-clear,False,False,0,0.51,0.0,False,625,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00801-stop-corridor,False,False,0,3.48,0.0,False,625,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00908-stop-clear,False,True,0,2.087,0.0,False,350,deadline,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
nav-v2-replay-91260,00908-stop-corridor,True,True,50,0.138,0.0,False,263,goal_hold,nav_goal_map_localization_v2,77d0e5275171fae342dd4a416d0ac2e9021bb2e4717019b08a92fc824c81d1ce
