experiment,cell_id,reference_csv,scene,outcome,accepted,route_axis,station_x_m,station_y_m,commanded_reach_m,executed_reach_m,delivery_residual_mm,reference_frames,executed_frames,endpoint_error_m,schedule_error_p95_m
E3_LATERAL_PILOT_2026-08-20,cs_lfh_084_arm_tuck_right_cal2__pinch_panels__s00031584__nominal_hard,/data/robotixx/groot-wbc-kimodo-m0/lfh_arm_tuck_strong_calibration/lfh_084_arm_tuck_right/nominal.csv,cs_lfh_084_arm_tuck_right_cal2__pinch_panels__s00031584__hard,rejected,0,x,1.7274661064,-0.512041688,1.29708077321023,1.2823396004690142,-14.741172741215891,120,199,0.03640683514544889,0.07662912950865207
E6A_CROUCH_CONTEXT_2026-08-20,cs_lfh_086_crouch_cal3__shelf_plank__s00031786__adapted_easy,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_086_crouch/adapted.csv,cs_lfh_086_crouch_cal3__shelf_plank__s00031786__easy,rejected,0,x,2.0504016876,-0.0145272128,1.2127496895993661,1.2254525263117084,12.702836712342291,120,199,0.3409959894890433,0.3445030521727112
E6A_CROUCH_CONTEXT_2026-08-20,cs_lfh_086_crouch_cal3__shelf_plank__s00031786__nominal_easy,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_086_crouch/nominal.csv,cs_lfh_086_crouch_cal3__shelf_plank__s00031786__easy,accepted,1,x,2.0504016876,-0.0145272128,1.296029323999366,1.2831476506950734,-12.881673304292685,120,199,0.18073723269490544,0.23693562129337453
E6A_CROUCH_CONTEXT_2026-08-20,cs_lfh_089_crouch_cal3__shelf_plank__s00031789__adapted_easy,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_089_crouch/adapted.csv,cs_lfh_089_crouch_cal3__shelf_plank__s00031789__easy,accepted,1,x,2.3044002056,0.0860527903,1.1725295020057886,1.2178379904088432,45.30848840305457,120,199,0.35462072013126605,0.31892628486345065
E6A_CROUCH_CONTEXT_2026-08-20,cs_lfh_089_crouch_cal3__shelf_plank__s00031789__nominal_easy,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_089_crouch/nominal.csv,cs_lfh_089_crouch_cal3__shelf_plank__s00031789__easy,accepted,1,x,2.3044002056,0.0860527903,1.2580194991885534,1.2823656768902065,24.346177701653147,120,199,0.20580037897053993,0.15712928609082824
E6A_CROUCH_CONTEXT_2026-08-20,cs_lfh_090_crouch_cal3__shelf_plank__s00031790__adapted_easy,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_090_crouch/adapted.csv,cs_lfh_090_crouch_cal3__shelf_plank__s00031790__easy,accepted,1,x,2.1252264977,-0.0675965175,1.2126774110935303,1.2311064647715104,18.42905367798009,120,199,0.2750014990757936,0.27659401628126035
E6A_CROUCH_CONTEXT_2026-08-20,cs_lfh_090_crouch_cal3__shelf_plank__s00031790__nominal_easy,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_090_crouch/nominal.csv,cs_lfh_090_crouch_cal3__shelf_plank__s00031790__easy,accepted,1,x,2.1252264977,-0.0675965175,1.2966604567935305,1.28387834932439,-12.782107469140547,120,199,0.08617225856318537,0.08869621285070997
E6B_CROUCH_HARD_2026-08-20,cs_lfh_089_crouch_cal3__shelf_plank__s00031789__adapted_hard,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_089_crouch/adapted.csv,cs_lfh_089_crouch_cal3__shelf_plank__s00031789__hard,accepted,1,x,2.3044002056,0.0860527903,1.1725295020057886,1.2178379904088432,45.30848840305457,120,199,0.35462072013126605,0.31892628486345065
E6B_CROUCH_HARD_2026-08-20,cs_lfh_089_crouch_cal3__shelf_plank__s00031789__nominal_hard,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_089_crouch/nominal.csv,cs_lfh_089_crouch_cal3__shelf_plank__s00031789__hard,rejected,0,x,2.3044002056,0.0860527903,1.2580194991885534,1.2964852139449345,38.46571475638116,120,199,0.26657141037127513,0.2185048682744151
E6B_CROUCH_HARD_2026-08-20,cs_lfh_090_crouch_cal3__shelf_plank__s00031790__adapted_hard,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_090_crouch/adapted.csv,cs_lfh_090_crouch_cal3__shelf_plank__s00031790__hard,accepted,1,x,2.1252264977,-0.0675965175,1.2126774110935303,1.2311064647715104,18.42905367798009,120,199,0.2750014990757936,0.27659401628126035
E6B_CROUCH_HARD_2026-08-20,cs_lfh_090_crouch_cal3__shelf_plank__s00031790__nominal_hard,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_090_crouch/nominal.csv,cs_lfh_090_crouch_cal3__shelf_plank__s00031790__hard,rejected,0,x,2.1252264977,-0.0675965175,1.2966604567935305,1.2945871838852607,-2.073272908269752,120,199,0.6062777202146062,0.6108847858365201
E6C_CROUCH_EXPOSURE_EASY_2026-08-20,cs_lfh_086_crouch_cal3_d0100__shelf_plank__s00031886__adapted_easy,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_086_crouch/adapted.csv,cs_lfh_086_crouch_cal3_d0100__shelf_plank__s00031886__easy,accepted,1,x,2.0504016876,-0.0145272128,1.2127496895993661,1.21738602492243,4.636335323063845,120,199,0.30257684084092407,0.3146723268617722
E6C_CROUCH_EXPOSURE_EASY_2026-08-20,cs_lfh_086_crouch_cal3_d0100__shelf_plank__s00031886__nominal_easy,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_086_crouch/nominal.csv,cs_lfh_086_crouch_cal3_d0100__shelf_plank__s00031886__easy,accepted,1,x,2.0504016876,-0.0145272128,1.296029323999366,1.274737536217333,-21.29178778203311,120,199,0.0912287107859746,0.13374668247484717
E6C_CROUCH_EXPOSURE_HARD_2026-08-20,cs_lfh_086_crouch_cal3_d0100__shelf_plank__s00031886__adapted_hard,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_086_crouch/adapted.csv,cs_lfh_086_crouch_cal3_d0100__shelf_plank__s00031886__hard,accepted,1,x,2.0504016876,-0.0145272128,1.2127496895993661,1.21738602492243,4.636335323063845,120,199,0.30257684084092407,0.3146723268617722
E6C_CROUCH_EXPOSURE_HARD_2026-08-20,cs_lfh_086_crouch_cal3_d0100__shelf_plank__s00031886__nominal_hard,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_086_crouch/nominal.csv,cs_lfh_086_crouch_cal3_d0100__shelf_plank__s00031886__hard,rejected,0,x,2.0504016876,-0.0145272128,1.296029323999366,1.2519436915200322,-44.085632479333945,120,199,0.1530985845910314,0.15906524127674468
E7A_ARCHETYPE_CONTEXT_2026-08-21,cs_lfh_086_crouch_cal3_d0100__door_lintel__s00032001__adapted_easy,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_086_crouch/adapted.csv,cs_lfh_086_crouch_cal3_d0100__door_lintel__s00032001__easy,accepted,1,x,2.0504016876,-0.0145272128,1.2127496895993661,1.2054650520578107,-7.284637541555394,120,199,0.3128780065896843,0.3167873945747697
E7A_ARCHETYPE_CONTEXT_2026-08-21,cs_lfh_086_crouch_cal3_d0100__door_lintel__s00032001__nominal_easy,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_086_crouch/nominal.csv,cs_lfh_086_crouch_cal3_d0100__door_lintel__s00032001__easy,accepted,1,x,2.0504016876,-0.0145272128,1.296029323999366,1.2729579578803174,-23.071366119048697,120,199,0.08663779710324383,0.20050985063412136
E7A_ARCHETYPE_CONTEXT_2026-08-21,cs_lfh_086_crouch_cal3_d0100__ibeam__s00032002__adapted_easy,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_086_crouch/adapted.csv,cs_lfh_086_crouch_cal3_d0100__ibeam__s00032002__easy,accepted,1,x,2.0504016876,-0.0145272128,1.2127496895993661,1.196316585579599,-16.433104019767164,120,199,0.33356273642307366,0.3489814030054123
E7A_ARCHETYPE_CONTEXT_2026-08-21,cs_lfh_086_crouch_cal3_d0100__ibeam__s00032002__nominal_easy,/data/robotixx/groot-wbc-kimodo-m0/lfh_crouch_calibration/lfh_086_crouch/nominal.csv,cs_lfh_086_crouch_cal3_d0100__ibeam__s00032002__easy,accepted,1,x,2.0504016876,-0.0145272128,1.296029323999366,1.2714855924105384,-24.543731588827722,120,199,0.11482274463901024,0.1148014091383519
